35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,4.5,4.5,2.25,2.25,1.125,1.125,0.5625,0.5625,0.28125,0.28125,0.140625,0.140625,0.0703125,0.0703125,0.03515625,0.03515625,0.017578125,0.017578125,0.008789063,0.008789063,0.004394531,0.004394531
-8.81,4.73,-3.86,4.09,-6.83,-10.09,-9.88,1.51,-2.78,1.53,-5.24,-4.01,-5.11,0.13,-5.55,-0.17,-3.07,4.41,-2.95,2.43,-4.71,4.33,0,0,Pep392,ErbB3-pY823,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
-14.98,5.2,-10.98,-4.79,-7.42,-11.46,-39.11,-11.38,-6.69,-9.67,-14.25,-14.2,-32.59,-8.71,-10.54,-16.26,-9.03,-5.29,-12.2,-12.36,-10.06,-23.6,0,0,Pep392,ErbB3-pY823,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
-0.18,-1.37,-4.55,-16.95,-11.13,-16.73,-9.04,-9.68,-5.95,-14.57,-9.84,-12.65,-7.95,-9.84,-1.15,-7.77,-11.94,-9.2,-28.86,-12.81,-7.71,-9.04,0,0,Pep392,ErbB3-pY823,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
6.13,6.56,9.12,-5.56,-9.77,-8.68,-7.24,-1.51,-5.7,-8.54,-32,-1.02,-24.57,-1.03,-32.42,-3.92,-33.08,-6.29,-8.44,-6.16,-6.81,1.63,0,0,Pep392,ErbB3-pY823,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-3.56,30.21,-0.04,10.09,-25.61,-6.13,-24.38,-11.17,-8.39,-10.39,-10.07,-20.34,-15.13,-14.38,-9.1,-17.53,-17.38,-32.32,-15.48,-8.38,-16.53,-22.38,0,0,Pep392,ErbB3-pY823,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26.27,10.35,7.87,5.64,-4.97,-7.97,-1.59,-12.27,0.18,-8.13,1.08,-24.21,-0.82,-11.71,-0.88,-18.24,-0.24,-18.76,5.07,-8.24,-2.61,-7.58,0,0,Pep392,ErbB3-pY823,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
-0.86,-7.73,-0.79,-5.25,-1.77,-13.83,-8.47,-9.43,-11.3,-13.77,-8.25,-13.21,-7.04,-8.24,-1.74,-15.58,3.91,-9.97,-5.47,-9.67,-5.16,-3.48,0,0,Pep392,ErbB3-pY823,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
10.08,-2.84,-1.41,-5.87,-2.77,-10.04,-1.97,-16.39,-6.96,-5.77,-42.61,-4.37,-0.06,-4.99,0.84,-3.21,-3.44,-5.52,-4.28,-11.47,0.66,-25.32,0,0,Pep392,ErbB3-pY823,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
8.88,120.15,1.87,81.83,0.77,58.44,-5.45,34.78,2.85,25.13,-4.8,14.9,-2.37,11,3.41,7.76,3.42,5.47,-1.73,11.31,-5.01,-0.87,0,0,Pep392,ErbB3-pY823,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
9.55,5.08,-0.35,0.66,-8.23,-2.3,-15.63,-7.45,-39.43,-7.91,-7.03,-14.02,-31.49,-7.97,-2.89,-9.41,-10.78,-10.77,-6.04,-7.01,-5.73,-5.02,0,0,Pep392,ErbB3-pY823,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
16.14,0.28,-4.2,-5.29,1,-8.39,0.79,-4.24,4.7,-0.63,-3.87,-5.4,-6.03,-4.91,-7.08,-12.42,0.12,-3.31,-2.32,-3.76,0.62,-4.05,0,0,Pep392,ErbB3-pY823,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
0.32,2.45,-8.93,-5.3,-5.78,-7.43,-5.25,-8.66,-4.21,-6.02,-5.01,1.42,-14,-8.74,-4.31,-5.92,-3.2,-8.16,0.14,-9.1,-6.74,-4.3,0,0,Pep392,ErbB3-pY823,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
0.76,-8.81,-6.12,-6.62,0.94,-5.87,-0.44,-7.76,-2.94,-6.21,-1.52,-7.73,-1.81,-7.05,-6.3,-1.91,0.18,-5.89,2.17,-4.29,-0.39,-3.67,0,0,Pep392,ErbB3-pY823,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
2.08,13.21,-9.45,1.84,-7.71,-5.41,-5.96,-5.52,-4.11,-6.02,-4.47,-6.47,-35.18,-4.05,-7.33,-7.69,-6.54,-5.37,-2.34,-4.77,0.72,0.01,0,0,Pep392,ErbB3-pY823,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
20.15,15.07,5.38,6.04,1.13,-5.49,-3.75,-8.82,4,-16.52,3.88,-3.36,3.78,-3.95,0.06,-10.45,0.66,-10.56,3.07,-8.48,-1.95,-8.78,0,0,Pep392,ErbB3-pY823,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
9.59,-4,6.32,-9.07,4.65,-3.58,5.24,-3.75,-21.26,-2.1,-1.03,0.08,-18.12,-1.86,8.98,-2.08,12.08,-1.86,6.07,-0.1,8.34,-3.56,0,0,Pep392,ErbB3-pY823,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
7.1,-1.22,6.01,-2.15,2.59,-7.68,4.31,-6.15,-1.08,-2.64,0.83,-1.99,1.27,5.21,4.35,1.86,0.89,-5.05,1.14,-1.36,5.8,0.29,0,0,Pep392,ErbB3-pY823,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
-1.72,7.39,-4.45,-4.34,-11.05,-6.25,-30.73,-11.04,0.88,-3.72,-16.27,-8.36,-34.94,-7.82,-5.77,-13.33,0.71,-10.26,-4.87,-4.81,-9.56,-13.69,0,0,Pep392,ErbB3-pY823,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
-8.52,-1.66,-16.56,-9.58,-18.25,-9.83,-11.45,-6.39,-14.71,-10.03,-10.61,-10.05,-10.16,-6.24,-9.03,-7.38,-11.97,-8.41,-18.36,-3.66,-11.92,-7.14,0,0,Pep392,ErbB3-pY823,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
18.67,-1.76,1.3,-8.3,-4.29,-14.07,-10.5,-12.93,-0.04,-16.16,-32.48,-11.44,-36.42,-6.93,-33.67,-5.74,-37,-5.49,-2,-10.77,1.24,-6.61,0,0,Pep392,ErbB3-pY823,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-4.6,35.96,-4.42,20.36,-0.4,8.37,-5.61,6.36,-0.33,7.99,-1.32,-3.12,-3.14,-5.39,-1.28,0.08,-0.25,-6.67,-3.11,1.11,-1.93,-0.58,0,0,Pep392,ErbB3-pY823,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.56,18.91,4.01,11.87,5.02,4.26,1.54,0.17,0.5,-0.93,-2.06,-12.88,4.99,-1.29,1.41,-2.05,7.02,-1.6,7.08,-2.56,8.73,-5.7,0,0,Pep392,ErbB3-pY823,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
1.39,-8.47,-1.7,-5.4,-4.21,-12.41,-7.61,-13.05,-2.07,-9.64,-8.3,-11.46,-9.83,-12.13,-2.18,-8.62,-8.63,-11.96,-2.1,-9.54,0.04,-9.73,0,0,Pep392,ErbB3-pY823,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
16.66,-3.47,6.63,-0.34,2.66,-9.62,6.69,-8.83,-5.23,-7.57,-31.16,-2.43,7.13,-3.53,7.99,-1.57,-1.76,-9.4,-0.28,-6.92,2.2,-26.82,0,0,Pep392,ErbB3-pY823,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
7.84,125.14,-2.53,88.26,0.85,63.2,-2.58,43.04,-3.42,23.48,-2.84,16.86,-2.77,8.91,-1.27,7.33,-5.17,6.85,0.58,11.24,-15.12,4.01,0,0,Pep392,ErbB3-pY823,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
14.36,15.09,3.27,8.23,-4.92,-1.09,-9.25,0.75,-36.32,-1.13,-2.47,-1.9,-38.06,-8.29,-7.31,-6.39,-8.57,-8.23,-9.62,-6.38,-3.56,-3.46,0,0,Pep392,ErbB3-pY823,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
11.6,-7.7,-1.96,-8.08,-3.85,-21.04,-7.24,-11.83,-2.4,-10.43,-5.73,-16.56,-2.97,-10.78,-4.7,-16,-4.86,-11.5,-1.73,-14.97,-1.99,-9.89,0,0,Pep392,ErbB3-pY823,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
3.65,-3.71,-5.36,-7.93,2.55,-5.91,-2.12,-15.35,1.02,-3.04,-5.53,-5.01,-3.03,-12.84,-4.2,-5.82,4.87,-10.27,-0.1,-15.31,-3.16,-7.3,0,0,Pep392,ErbB3-pY823,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
1.71,-5.01,-10.3,-0.63,-4.38,-13.86,-5.48,-13.83,-4,-14.84,1.86,-9.69,-4.33,-9.35,-4.29,-9.6,-0.52,-5.52,-0.68,-5.28,-6.46,-4.93,0,0,Pep392,ErbB3-pY823,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
-2.03,19.44,-6.9,10.06,-11.86,-2.25,-11.61,-1.19,-1.71,4.31,-6.1,-2.78,-34.29,-0.79,-1.85,-0.54,-3.26,-4.37,-5.21,-0.8,-6,-0.16,0,0,Pep392,ErbB3-pY823,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N ,GRB10,PIK3R2-N 
16.02,13.46,5.39,2.45,2.9,-3.32,-5.13,-8.26,5.64,-3.83,2.63,-4.97,1.05,-2.03,0.34,-8.64,3.07,-4.39,-2.33,-4.22,2.24,-6.08,0,0,Pep392,ErbB3-pY823,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK,SHC1-PTB,LCK
8.63,-6.78,5.4,-5.78,0.19,-8.09,-0.68,-10.45,-21.93,-11.96,2.34,-6,-27.32,-2.86,8.83,-2.34,9.21,-2.73,13.21,-6.38,9.36,-6.88,0,0,Pep392,ErbB3-pY823,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C,SHB,PIK3R2-C
5.07,2.57,-8.74,3.01,-3.81,0.04,-1.61,6.96,-0.88,-1.09,-3.87,5.11,-2.14,1.28,6.37,2.18,-7.03,2.19,0.26,4.91,-0.68,4.06,0,0,Pep392,ErbB3-pY823,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C,TNS4,PTPN6-C
-2.44,6.16,-9.36,-3.53,-11.61,-4.78,-34.04,-0.64,-11.16,-1.27,-8.26,-3.69,-40.22,-3.18,-6.41,-5.11,-6.41,-3.14,-4.6,-10.21,-7.89,-8.24,0,0,Pep392,ErbB3-pY823,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A,SUPT6H,SH2D2A
5.24,-3.11,5.53,-6.26,-1.28,-8.52,-1.2,-3.35,-0.25,-8.42,-4.81,-5.84,0.76,-3.98,3.49,-3.51,0.4,-4.66,-16.55,-4.08,-1.08,-1.96,0,0,Pep392,ErbB3-pY823,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC,SH2D3C,PIK3R1-NC
11.35,2.56,8.81,-3.9,-0.48,-6.37,-3.45,-2.22,-2.01,-0.91,-24.8,-4.45,-36.62,5.98,-41.65,-1.46,-36.38,2.01,0.24,-0.56,0.45,-0.02,0,0,Pep392,ErbB3-pY823,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC,PIK3R3-N,RASA1-NC
-0.75,33.88,-9.08,8.25,-0.73,5.1,-6.88,-0.83,-3.54,-5.81,-2.45,-9.49,-3.67,-10.65,-2.09,-8.18,2.76,-3.88,-8.74,-7.94,-7.4,-7.1,0,0,Pep392,ErbB3-pY823,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC,ZAP70-N,PLCG1-NC
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.59,0.92,-7.4,-16.36,-19.14,-16.54,-19.64,-40.78,-15.05,-37.21,-16.65,-45.59,-27.62,-49.93,-15.43,-46.28,-14.34,-56.53,-8.37,-34.04,-4.39,-43.74,0,0,Pep408,ErbB1-pY1092,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC,FES,PIK3R3-NC
15.84,6.79,-7.64,-7.87,-10.42,-20.1,-5.3,-13.28,-1.19,-16.03,-11.41,-14.49,-6.38,-19.37,-9.55,-16.19,-8.91,-12.06,-7.31,-18.45,-8.69,-8.28,0,0,Pep408,ErbB1-pY1092,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC,SHC2-PTB,ZAP70-NC
27.55,9.62,-39.47,3.22,-32.75,-4.58,2.36,-7.22,-1.07,-7.2,-31.74,-5.67,0.15,-11.74,-35.93,-2.07,0.24,-13.8,-2.87,-14.32,2.44,-13.85,0,0,Pep408,ErbB1-pY1092,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B,PLCG2-NC,SH2D1B
19.04,-22.83,-1.98,39.73,1.51,23.72,2.63,7.21,0.13,1.04,4.62,-2.16,0.08,-6.38,5.61,-6.46,0.73,-5.91,0.59,-3.71,-8.55,-18.87,0,0,Pep408,ErbB1-pY1092,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C,BMX,PIK3R3-C
-21.36,24.42,10.19,2.95,7.44,-11.54,1.89,-9.97,-33.33,-13.12,-3.82,-5.94,-28.66,-13.3,-2.48,-11.37,1.52,-12.78,1.21,-12.01,-0.95,-7.87,0,0,Pep408,ErbB1-pY1092,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N,INPPL1,RASA1-N
15.4,-9.67,7.27,-4.93,5.55,-9,-0.8,-9.25,-5.93,-7.47,-4.88,-10.2,-2.89,-10.36,-6.51,-12.34,-6.48,-9.45,-5.1,-4.08,-6.09,-4.21,0,0,Pep408,ErbB1-pY1092,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC,ABL2,PTPN6-NC
11.61,54.54,-4.3,33.47,8.77,20.85,3.11,7.79,7.61,7.57,2.65,2.5,3.94,-2.11,8.49,-4.34,2.17,-6.77,1.26,-2.36,3.79,-3.85,0,0,Pep408,ErbB1-pY1092,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC,PTK6,PIK3R2-NC
1.33,-9.8,-8.51,-4.73,-7.58,-12.91,-3.42,-7.25,2.57,-7.35,-11.09,-4.41,-1.68,0.23,-4.79,1.14,-6.05,-5.36,-4.36,-2.78,-4.27,-0.53,0,0,Pep408,ErbB1-pY1092,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N,SYK-NC,SYK-N
