274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,0.002441406,0.002441406,
246.25,181.84,205.95,176.17,196.05,171.09,181.52,177.87,178.95,175.73,178.72,173.37,179.13,172.92,178.82,169.09,174.73,176.23,179.66,175.35,181.12,167.84,182.88,181.29,Pep546,ErbB4-pY1208,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,
202.03,176.74,190.13,166.13,186.39,174.74,179.33,177.62,177.06,180.43,177.65,176.25,176.87,178.95,177.58,179.53,173.97,173.88,173.75,175.26,176.99,171.46,170.58,184.43,Pep546,ErbB4-pY1208,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,
208.05,176.22,183.84,174.74,181.24,173.06,177.82,175.1,175.36,172.17,180.15,176.44,178.47,170.99,177.1,175.16,175.13,177.12,179.23,173.62,177.17,175.93,177.32,175.73,Pep546,ErbB4-pY1208,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,
177.51,175.66,168.95,182.93,181.63,176.92,178.84,169.53,178.55,173.66,173.38,172.5,175.94,171.73,176.9,173.93,176.4,173.78,172.06,169.07,176,179.12,172.88,176.12,Pep546,ErbB4-pY1208,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,
181.02,177.51,173.77,174.8,171.57,175.7,179.04,170.29,173.94,168.98,177.04,172.29,176.6,174.64,185.34,170.15,177.34,167.51,179.43,167.22,168.03,175.78,178.17,175.85,Pep546,ErbB4-pY1208,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,
203.8,179.21,186.46,179.4,181.49,168.25,176.84,175.62,182.26,169.84,174.8,171.65,176.08,169.57,177.06,173.41,175.17,171.06,176.53,172.3,178.48,176.72,172.95,172.99,Pep546,ErbB4-pY1208,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,
187.02,180.98,174.36,178.52,171.89,172.34,171.38,170.59,175.61,173.32,171.36,168.85,173.24,171.57,169.98,174.03,175.89,165.19,175.23,176.94,172.08,166.68,178.43,172.36,Pep546,ErbB4-pY1208,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,
178.54,248.71,171.04,223.75,180.58,202.33,176.46,188.03,172.9,187.73,176.1,170.87,167.23,170.8,170.87,168.97,171.19,174.16,175.53,168.91,178.28,162.14,176.46,175.34,Pep546,ErbB4-pY1208,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,
196.76,173.75,180.59,168.46,178.22,171.9,177.93,170.96,175.59,173.75,170.38,172.92,176.31,174.91,173.87,173.01,172.75,166.33,179.9,175.91,180.52,170.31,174.39,177.96,Pep546,ErbB4-pY1208,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,
179.18,196.67,169.49,186.39,174.66,186.09,179.78,166.75,168.46,172.28,172.88,172.85,174.74,172.57,182.27,175.6,173.8,177.49,174.81,168.85,176.41,169.26,175.77,173.18,Pep546,ErbB4-pY1208,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,
177.07,177.73,173.03,180.02,173.46,173.23,171.62,172.64,173.09,166.75,172.6,170.18,173.92,170.97,179.36,171.79,173.97,176.26,172.39,172.55,173.05,173.11,181.19,169.14,Pep546,ErbB4-pY1208,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,
309.48,179.74,283.65,180.39,256.25,176.5,223.59,172.59,197.71,174.27,189.79,180.03,179.14,175.02,172.3,173.8,166.47,168.88,170.47,183.18,165.63,178.03,172.54,169.3,Pep546,ErbB4-pY1208,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,
205.12,172.27,197.38,180.9,181.22,158.07,180.26,174.81,177.27,160.64,167.98,165.93,174.07,173.56,169.35,165.54,174.15,166.32,171.61,171.09,173.03,169.67,171.41,174.78,Pep546,ErbB4-pY1208,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,
207.04,172.04,191.53,177.03,177.53,170.5,181.84,175.46,175.57,177.35,177.89,173.36,170.03,181.65,176.05,177.04,173.59,172.66,171.26,177.28,167.05,175.9,172.25,172.5,Pep546,ErbB4-pY1208,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,
176.7,170.9,181.74,177.67,176.08,168.44,175.77,158.71,175.49,176.88,169.45,170.98,168.19,172.79,175.07,170.23,177.06,175.24,174.83,172.46,177.3,176.54,177.64,176.48,Pep546,ErbB4-pY1208,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,
208.61,179.56,193.4,189.45,189.29,175.84,185.28,186.54,186.08,185.81,183.48,181.11,178.91,186.8,183.2,186.78,185.2,181.5,173.76,175.12,179.61,181.08,190.94,185.8,Pep546,ErbB4-pY1208,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,
173.71,169.23,172.01,175.57,170.06,172.56,174.4,166.45,175.35,164.35,173.99,169.31,173.54,172.45,171.74,171.18,175.75,165.15,168.92,167.21,166.36,172.94,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.89,214.44,209.07,209.56,213.2,215.64,215.28,223.14,222.28,210.98,212.32,213.71,215.7,216.52,219.79,223.2,210.82,213.03,214,208.75,209.81,208.25,214.3,217.62,Pep547,ErbB4-pY1242,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,
209.14,210.49,215.25,216.04,212.19,202.52,216.74,214.38,217.66,219.33,209.51,218.2,213.23,216.06,213.06,208.22,208.09,218.17,213.81,215.5,209.88,212.16,210.86,219.26,Pep547,ErbB4-pY1242,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,
211.64,210.12,218.82,203.45,212.11,210.11,208.04,213.85,215.08,206.39,215.55,206.12,219.17,210.71,211.61,214.83,221.14,220.83,220.14,215.54,216.13,214.88,212.57,214.04,Pep547,ErbB4-pY1242,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,
223.05,214.27,204.57,204.37,217.85,211.35,219.13,212.68,219.01,199.62,215.71,211.88,214.38,213.4,209.32,212.71,213.32,215.62,211.38,212.19,213.06,215.22,209.55,210.64,Pep547,ErbB4-pY1242,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,
213.18,204.54,202.19,207.09,209.84,208.73,213.22,217.9,211.85,214.02,216.22,206.45,213.43,214.79,208.19,212.36,219.89,210.85,212.67,212.16,214,214.81,210.3,215.39,Pep547,ErbB4-pY1242,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,
217.05,205.92,211.48,207.31,212.28,202.33,218.2,213.23,214.54,212.36,216.58,214.23,212.38,217.8,211.23,215.53,212.82,215.5,212.23,213.53,212.9,214.31,211.13,212.23,Pep547,ErbB4-pY1242,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,
210.01,201.88,210.95,211.82,214.51,204.07,211.62,211.08,215.33,208.89,214.14,212.95,217.24,212.05,211.19,210.97,217.74,215.87,213.13,211.18,217,215.11,210.5,209.66,Pep547,ErbB4-pY1242,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,
213.42,212.7,222.36,218.34,214.42,213.54,214.73,215.18,213.33,209.54,213.75,209.61,210.09,212.99,214.51,214.32,208.65,223.96,209.26,214.2,216.49,210.97,221.8,213.17,Pep547,ErbB4-pY1242,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,
218.46,204.47,214.71,205.52,217.04,215.26,212.79,207.31,210.04,213.46,210.23,209.22,212.21,210.58,220.09,206.93,214.76,214.94,211.07,214.39,214.12,205.17,213.77,217.36,Pep547,ErbB4-pY1242,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,
212.8,214.67,218,214.24,213.95,211.6,211.5,214.05,208.57,207.35,209.11,206.32,215.3,215.83,212.57,217.4,211.26,216.34,205.45,210.54,213.83,213.84,213.79,217.12,Pep547,ErbB4-pY1242,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,
215.99,179.18,213.73,207.2,206.71,204.29,215.79,203.89,207.86,217.21,213.58,211.01,208.84,208.08,215.18,202.24,216.75,203.08,204.47,207.91,206.34,208.22,219.65,209.8,Pep547,ErbB4-pY1242,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,
192.02,180.31,210.49,217.14,212.43,211.74,211.56,209.86,215.83,210.48,208.63,211.13,214.82,211.44,209.7,211.8,209.99,216.76,212.63,205.62,205.46,211.61,212.32,202.66,Pep547,ErbB4-pY1242,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,
217.21,209.96,212.22,218,204.89,205.86,218.07,210.7,211.95,213.3,214.11,205.1,212.43,207.72,214.06,211.34,204.51,209.19,207.75,211.8,214.55,210.51,213.75,211.47,Pep547,ErbB4-pY1242,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,
215.22,209.15,212.12,213.03,209.82,210.61,215.96,217.29,209.13,212.8,206.31,212.55,214.84,209.73,205.92,217,212.38,213.03,209.45,212.52,208.85,208.66,211.96,203.96,Pep547,ErbB4-pY1242,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,
224.42,207.12,213.48,210.96,207.94,209.24,214.88,202.38,209.56,209.92,212.33,203.34,209.56,203.14,208.16,202.65,215.51,214.64,212.7,205.27,206.32,208.02,216.56,210.2,Pep547,ErbB4-pY1242,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,
218.47,211.74,224.17,217.56,219.61,226.15,220.77,211.44,231.03,222.83,219.47,225.51,224.54,220.98,219.22,218.05,227.41,217.77,217.8,217.18,226.52,218.03,221.81,213.17,Pep547,ErbB4-pY1242,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,
211.61,209.61,207.59,203.01,209.38,211.83,208.45,211.86,214.13,208.41,208.66,212.1,200,210.61,206.1,212.11,207.53,205.89,205.28,203.66,213.85,203.72,205.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200.46,198.01,197.07,187.1,196.15,193.88,198.57,192.78,191.17,192.15,197.79,196.67,194.93,193.83,195.25,187.82,193.62,196.87,192.87,193.42,199.08,181.9,193.86,246.83,Pep548,ErbB4-pY1268,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,SHC1,SHE,
205.59,204.24,191.99,185.87,198.63,196.55,192.58,201.14,198.87,191.06,187.06,195.24,201.89,199.27,203.29,193.37,191.54,197.75,199.23,187.98,197.16,194.94,193.02,210.88,Pep548,ErbB4-pY1268,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,PTK6,GRB14,
200.08,196.11,194.08,197.84,191.73,196.3,197.78,191.76,190.78,191.07,195.36,192.39,194.2,197.72,201.97,193.69,196.09,195.19,195.77,180.07,202.27,190.69,191.77,190,Pep548,ErbB4-pY1268,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,SHC3,BLNK,
201.94,198.47,203.53,199.26,200.59,192.34,196.59,188,197.49,200.23,193.15,196.1,196.77,179.94,199.51,199.12,184.49,199.54,194.59,190.8,192.7,193.35,193.15,195.7,Pep548,ErbB4-pY1268,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,TENC1,DAPP1,
192.99,175.82,196.09,191.99,191.46,178.53,195.23,194.27,190.15,189.55,190.22,190.75,199.97,189.63,187.73,195.61,199.49,195.72,197.91,192.07,197.87,192.02,199.61,197.77,Pep548,ErbB4-pY1268,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,ABL1,MATK,
198.13,192.22,201.38,191.68,195.62,185.46,199.37,200.21,203,199.86,181.9,194.5,191.71,196.98,192.7,191.77,191.35,189.77,193.85,191.82,191.55,193.29,199.91,185.2,Pep548,ErbB4-pY1268,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,SLA2,SH2D3A,
194.26,197.7,197.67,196.12,195.95,178.27,193.94,197.17,194.9,193.69,195.26,193.39,200.26,194.69,194.54,190.06,191.92,189.18,195.02,190.82,197.55,193.41,187.69,199.23,Pep548,ErbB4-pY1268,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,BRDG1,FER,
194.89,197.36,201.75,201.84,188.31,198.33,190.12,200.58,200,182.71,193.82,184.15,198.39,197.82,196.52,197.38,188.39,193.31,190.47,196.74,192.76,192.86,193.3,195.81,Pep548,ErbB4-pY1268,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,CRKL,GRB7,
198.91,194.85,192.34,189.82,196.92,192.63,194.28,181.18,191.42,190.44,189.67,188.86,197.64,190.34,196.3,193.36,196.97,196.28,198.25,190.45,198.71,196.67,191.79,198.1,Pep548,ErbB4-pY1268,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,LCP2,SHD,
193.86,190.73,190.43,196.67,189.3,198.18,195.93,193.83,195.16,198.79,187.6,194.54,187.3,178.94,196.62,191.45,198.16,193.05,195.81,194.78,192.3,198.06,196.65,193.87,Pep548,ErbB4-pY1268,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,TXK,SH2D1B,
181.46,179.09,197.81,196.96,191.82,184.03,191.96,176.49,182.3,188.59,193.97,179.88,196.64,191.5,190.51,193.93,201.59,193.82,193.98,187.11,190.44,194.27,192.7,196.43,Pep548,ErbB4-pY1268,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,RASA1-C,BTK,
198.95,191.85,196.66,195.55,195.57,199.63,191.81,195.24,195.8,195.64,197.69,195.36,193.72,195.61,193.77,196.15,195.06,183.03,197.61,199.54,188.03,199.99,192.11,181.18,Pep548,ErbB4-pY1268,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,HSH2D,SH2D1A,
193.64,185.25,196.47,182.16,191.73,176.88,195.97,180.09,199.47,179.7,191.17,198.18,187.63,179.9,196.06,178.22,193.77,189.71,193.76,194.06,195.45,197.47,193.38,184.07,Pep548,ErbB4-pY1268,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,SH3BP2,SHF,
194.18,194.2,202.75,195.34,185.96,188.6,183.66,192.6,184.09,175.84,181.85,191.19,184.46,175.1,189.39,201.43,197.05,194.01,195.47,191.9,194.33,188.67,193.84,184.38,Pep548,ErbB4-pY1268,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,PLCG2-N,LNK,
198.62,193.59,196.25,177.64,196.34,178.18,197.67,178,197.19,195.82,182.37,188.34,191.39,194.26,196.53,183.24,198.84,197.17,187.99,188.53,195.19,192.54,201.79,194.25,Pep548,ErbB4-pY1268,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,BCAR3,PTPN6-C,
200.07,201.95,204.78,206.06,206.08,201.61,178.9,199,202.39,200.29,192.44,192.7,200.9,202.33,196.57,201.12,194.13,184.39,195.79,200.6,203.41,201.07,202.91,199.35,Pep548,ErbB4-pY1268,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,HCK,BMX,
192.77,191.02,182.86,190.59,192.45,199.45,190.62,195.67,181.45,188.51,195.3,191.42,193.6,196.31,192.17,195.74,195.49,189.96,195.98,190.41,193.51,192.24,181.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152.81,140.79,152.69,134.66,146.55,141.52,142.11,151.26,147.68,146.17,137.2,144.6,143.72,149.74,155.21,140.04,151.69,143.74,144.1,148,156.45,154.37,139.5,156.21,Pep95,ErbB4-pY875-18mer,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,TNS4,SH2D2A,
141.37,149.19,138.48,140.16,134.63,141.99,135.21,134.8,145.29,137.27,145.51,142.44,143.11,147.98,146.97,142.71,140.01,146.97,140.63,142.62,149.91,143.68,144.25,137.59,Pep95,ErbB4-pY875-18mer,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,SUPT6H,PIK3R2-NC,
153.9,137.16,141.13,131.67,139.96,129.83,138.98,141.21,144.43,140.49,138.62,135.55,143.21,134.63,138.41,146.44,143.22,144.56,140.85,133.84,149.75,152.28,144.39,145.14,Pep95,ErbB4-pY875-18mer,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,PIK3R2-N,SYK-NC,
135.18,140.54,133.97,121.83,134.74,127.07,131.08,138.63,144.19,141.05,143.27,136.35,148.38,137.8,142.07,149.1,137.67,141.69,140.78,146.57,149.12,145.78,140.71,153.43,Pep95,ErbB4-pY875-18mer,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,PIK3R3-N,SH2D3C,
149.68,129.47,142.91,141.96,137.7,146.29,142.33,137.19,150.72,142.26,146.34,140.13,141.4,152.15,144.35,137.01,146.97,139.66,144.5,143.5,148.11,145.85,141.1,146.02,Pep95,ErbB4-pY875-18mer,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,FES,PLCG2-NC,
141.31,145.05,144.28,143.1,145.61,145.82,149.1,138.9,148.39,142.31,135.87,142.34,143.1,144.37,145.51,142.73,137.8,138.12,148.34,142.63,148.17,151.48,141.26,140.9,Pep95,ErbB4-pY875-18mer,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,SH2D3C,GST,
