306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,5,5,2.5,2.5,1.25,1.25,0.625,0.625,0.3125,0.3125,0.15625,0.15625,0.078125,0.078125,0.0390625,0.0390625,0.01953125,0.01953125,0.009765625,0.009765625,0.004882813,0.004882813,,
174.32,182.36,160.29,163.72,170.04,170.99,164.52,164.91,181.39,174.02,161.45,162.32,171.33,175.18,162.17,177.06,171.62,166.44,161.18,163.27,171.39,172.46,176.97,158.28,Pep479,ErbB2-pY1196,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,,
180.84,159.29,168.82,159.26,180.04,159.86,173.49,163.79,161.64,162.79,170.81,170.45,170.33,165.37,161.5,166.8,167.14,172.28,160.33,178,158.74,156.29,177.33,160.45,Pep479,ErbB2-pY1196,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,,
177.87,184.22,176.37,185.91,169.15,165.23,163.33,168.24,169.38,176.69,174.84,180.15,172.28,171.87,170.82,162.04,155.26,167.59,165.31,168.89,163.96,168.43,172.28,161.93,Pep479,ErbB2-pY1196,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,,
168.84,157.39,171.41,163.64,164.48,163.63,160.77,167.93,173.2,172.17,174.64,158.26,163.24,176.17,159.2,161.43,172.41,166.96,169.05,167.96,169.27,160.75,165.78,161.12,Pep479,ErbB2-pY1196,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,,
170.38,164.25,174.81,165.49,166.65,170.13,171.97,164.33,168.73,164.16,162.94,165.22,166.88,168.48,168.61,168.28,167.81,158.99,162.66,166.76,168.09,164.72,169.72,160.44,Pep479,ErbB2-pY1196,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,,
178.69,164.94,171.11,167.13,158.71,158.55,162.24,165.2,160.25,169.37,161.95,177.27,161.44,164.21,161.88,176.21,172.14,157.43,165.48,161.2,167.62,165.67,166.69,169.48,Pep479,ErbB2-pY1196,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,,
183.24,160.99,171.42,182.25,176.26,166.36,164.62,171.55,177.42,165.54,175.44,178.17,167.24,162.93,179.88,177.14,161.19,166.65,168.67,164.33,162.48,163.31,163.48,162.74,Pep479,ErbB2-pY1196,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,,
150.18,169.75,166.35,170.94,168.18,177.83,171.79,174.78,161.34,166.5,167.81,164.05,163.85,158.02,166.03,166.58,171.34,167.75,174.67,166.64,158.14,163.8,166.62,153.46,Pep479,ErbB2-pY1196,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,,
169.91,171.28,170.79,177.92,175.91,177.52,168.47,183.45,169.15,170.87,173,168.18,176.19,183.21,169.7,172.6,172.24,170.03,170.67,173.98,169.85,169.88,169.22,153.46,Pep479,ErbB2-pY1196,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,,
217.41,250.79,217.45,220.23,212.51,224,214.68,219.97,215.62,213.54,210.6,216.91,217.11,223.23,208.57,218.36,205.1,213.16,218.26,217.59,216.67,214.18,225.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.86,260.56,234.25,244.95,232.3,224.09,215.84,207.03,215.66,215.39,213.07,207.36,200.08,205.47,202.87,209.89,218,217.42,221.16,210.5,217.21,215.38,214.3,208.01,Pep480,ErbB2-pY1221,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,,
318.97,265.53,274.53,242.92,255.18,228.32,237.74,228.16,224.03,213.17,219.11,216.58,219.56,211.41,218.36,207.7,204.03,208.95,214.51,210.66,216.24,216.14,209.63,220.11,Pep480,ErbB2-pY1221,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,,
242.37,225.48,231.42,210.86,213.34,213.12,212.99,208.39,206.85,204.21,195.8,198.61,207.38,205.76,213.91,204.87,215.48,209.02,209.23,214.52,210.88,204.62,208.97,211.08,Pep480,ErbB2-pY1221,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,,
256.68,236.64,239.8,229.59,229.2,208.06,219.11,210.31,215.63,203.17,207.78,208.72,203.54,202.09,202.36,212.25,209.81,215.51,219.05,209.92,212.56,213.86,215.18,213.61,Pep480,ErbB2-pY1221,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,,
343.54,251.78,316.59,230.71,296.89,220.87,265.96,214.58,253.47,206.87,227.3,207.62,222.67,211.13,215.65,206.94,206.79,202.43,210.07,203.45,213.9,207.91,205.49,211.75,Pep480,ErbB2-pY1221,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,,
246.62,230.73,232.37,220.6,217.87,203.77,215.65,215.65,208.23,209.66,210.48,206.09,215.07,209.59,211.78,211.01,206.55,220.75,202.44,212.53,209.51,211.47,212.38,206.76,Pep480,ErbB2-pY1221,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,,
226.7,252.15,204.39,190.73,209.75,216.51,213.81,185.76,215.38,205.67,189.87,188.6,203.15,208.85,204.29,208.3,207.56,206.18,203.17,199.2,204.96,205.12,202.63,211.28,Pep480,ErbB2-pY1221,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,,
320.82,230.35,281.62,217.18,259.91,214.75,238.12,200.92,227.73,209.93,194.33,192.9,223.25,199.47,211.3,211.13,216.2,208.49,216.18,207.41,210.08,215.59,209.42,211.31,Pep480,ErbB2-pY1221,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,,
231.92,213.64,220.92,214.09,205.16,216.03,209.76,208.31,211.22,204.61,205.13,209.8,209.04,202.24,211.39,203.93,212.35,216.77,205.39,207.57,205.76,207.34,209.06,209.53,Pep480,ErbB2-pY1221,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,,
259.76,235.99,240.94,222.48,226.76,214.72,215.85,200.53,211.47,210.34,210.93,209.24,210.75,198.57,219.47,207.41,202.61,201.06,215.83,206.83,209,198.08,215.84,210.75,Pep480,ErbB2-pY1221,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,,
246.12,222.07,218.74,206.57,213.62,209.03,211.82,204.79,204.17,202.65,211.6,190.99,206.76,211.35,210.81,200.85,209.92,199.67,202.3,207.96,214.51,207.14,205.89,211.55,Pep480,ErbB2-pY1221,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,,
268.98,207.02,246.02,201.88,222.37,209.28,229.15,205.77,217.69,204.81,182.72,197.01,220.68,202.48,208.68,205.26,205.96,213.27,203.17,203.19,206.05,208.69,214.92,203.49,Pep480,ErbB2-pY1221,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,,
238.31,222.05,219.84,205.32,205.23,209.89,211.5,212.49,207.56,198.68,210.6,207.01,205.75,207.9,208.32,212.47,213.14,205.96,202.13,206.03,209.54,205.09,207.28,213.56,Pep480,ErbB2-pY1221,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,,
239.73,235.6,211.34,222.7,208.97,207.01,208.08,213.58,208.63,211.83,212.04,203.43,207.38,208.62,218.09,194.7,209.03,206.87,217.85,216.86,203.09,205.5,205.52,205.12,Pep480,ErbB2-pY1221,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,,
236.45,281.61,220.09,249.16,215.44,224.96,208.96,221.5,207.03,213.81,208.08,210.21,212.78,207.64,199.59,198.85,216.17,206.84,205.56,205.53,211.74,199.8,215.56,205.25,Pep480,ErbB2-pY1221,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,,
236.05,245.72,232.19,222.5,223.71,228.24,209.23,221.62,221.49,224.1,220.36,217.46,216.54,210.29,224.74,215.8,214.83,207.26,213.87,210.61,210.36,211.67,214.24,208.78,Pep480,ErbB2-pY1221,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,,
197.37,257.94,203.01,231.1,200.04,225.06,202.15,213.73,201.97,199.06,199.44,211.46,198,207.21,202.59,204.92,211.09,201.88,210.04,205.81,200.39,205.4,204.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241.8,233.82,225.19,208.53,206.56,206.97,207.13,202.62,207.25,219.68,206.75,201.48,204.05,196.28,203.99,207.04,210.28,202.44,197.85,197.84,203.47,203.55,204.54,210.82,Pep481,ErbB2-pY1222,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,,
226.98,283.97,210.44,256.84,208.09,236.22,209.59,217.57,207.22,214.97,196.13,198.76,201.01,204.55,204.86,210.38,197.23,204.06,208.48,202.65,200.96,208.75,205.95,201.82,Pep481,ErbB2-pY1222,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,,
219.32,200,212.18,202.28,215.53,207.41,201.47,195.54,205.8,199.09,199.98,191.04,199.68,198.74,199.79,195.96,203.31,195.86,198.16,198.03,199.26,205,192.51,205.92,Pep481,ErbB2-pY1222,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,,
262.6,225.54,243.64,212.41,231.1,200.45,213.3,202.22,215.59,196.28,196.21,200.59,203.97,194.8,198.44,199.56,203.72,203.42,191.76,193.85,195.15,197.57,208.4,192.7,Pep481,ErbB2-pY1222,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,,
341.81,273.06,319.81,241.22,311.58,242.28,267.97,230.41,253.53,207.69,221.36,205.29,214.55,193.91,210.84,201.21,205.42,194.13,199.33,194.43,197.5,189.62,203.58,204.59,Pep481,ErbB2-pY1222,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,,
258.64,207.66,239.93,211.55,217.61,204.06,205.22,200.44,206.37,200.58,202.02,196.74,201.05,204.26,207.48,206.96,196.66,205.48,198.96,202.43,196.5,196.22,209.14,201.83,Pep481,ErbB2-pY1222,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,,
195.37,247.8,201.22,230.3,203.61,224.31,197.64,195.02,201.17,198.25,188.46,179.45,196.42,196.96,198.75,205.91,196.85,193.35,199.19,194.72,199.53,202.07,196.23,189.22,Pep481,ErbB2-pY1222,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,,
256.94,220.77,232.36,210.46,213.19,202.13,204.82,190.38,203.96,196.73,186.31,200.55,196.25,197.08,194,198.08,205.75,206.1,199.94,200.66,203.64,203.23,201.12,205.45,Pep481,ErbB2-pY1222,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,,
265.83,211.44,237.76,200.36,239.38,198.41,204.27,195.67,200.66,195.11,190.86,201.53,203.87,192.3,203.13,194.35,203.17,180.81,202.93,188.25,194.21,194.72,199.85,202.2,Pep481,ErbB2-pY1222,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,,
277.07,221.87,254.77,211.7,229.66,204.2,212.11,201.8,209.36,200.47,181.7,195.1,206.05,201.03,202.95,197.37,201.46,201.33,201.29,200.24,189.91,201.99,199.17,201.87,Pep481,ErbB2-pY1222,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,,
233.62,218.25,222.15,205.88,202.96,199.52,205.83,197.01,202.7,201.81,198.7,178.12,197.03,199.3,203.72,206.45,203.22,198.75,207.27,197.01,205.23,194.17,190.65,203.42,Pep481,ErbB2-pY1222,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,,
238.14,211.37,228.16,191.09,209.45,202.4,201.22,192.5,204.39,204.42,188.72,188.12,204.76,211.43,201.59,196.97,185.05,190.81,205.4,195.19,205.75,201.15,204.87,187.85,Pep481,ErbB2-pY1222,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,,
232.65,210.73,209.54,201.42,200.72,200.83,199.39,201.35,197.6,202.95,200.8,203.52,198.33,189.58,201.12,186.21,199.23,197.67,193.25,202.46,201.79,200.49,194.46,204.47,Pep481,ErbB2-pY1222,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,,
245.03,221.44,231.92,215.23,207.5,194.89,203.44,199.33,197.77,200.48,197.26,194.15,209.34,204.23,191.84,194.4,196.06,199.33,204.26,196.87,193.57,203.86,199.44,211.82,Pep481,ErbB2-pY1222,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,,
229.95,239.11,221.06,218.38,212.66,198.49,205.52,205.02,203.6,205.15,203.99,202.96,208.62,199.8,197.21,203.3,203.3,207.93,199,190.29,203.7,206.36,205.71,201.61,Pep481,ErbB2-pY1222,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,,
220.6,237.12,215.79,224.25,216.58,218.3,210.91,212.08,213.53,203.74,197.71,203.94,203.9,207.3,204.18,210.21,203.47,195.53,207.91,209.72,210.48,205.29,210.05,204.17,Pep481,ErbB2-pY1222,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,BCAR3,TXK,,
178.61,203.05,181.61,193.23,172.88,180.7,176.87,180.37,143.9,182.06,177.59,181.98,165.85,181.9,155.57,184.1,181.19,184.14,187.51,181.45,186.43,186.68,205.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227.79,195.78,199.02,183.56,196.97,173.55,186.46,179.14,178.24,189.05,186.64,182.36,180.12,178.85,180.78,183.72,188.09,180.29,183.04,165.56,179.5,180.39,182.03,190.9,Pep482,ErbB2-pY1248,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,SHC1,TENC1,,
253.01,192.93,218.24,182.58,199.01,176.24,184.47,160.73,184.43,168.17,177.45,176.71,187.65,180.39,178.78,174.92,181.37,182.47,178.19,180.8,173.16,180.72,183.16,181.57,Pep482,ErbB2-pY1248,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,SH2D1B,SLA2,,
201.95,180.48,188.66,182.12,188.41,176.6,184.04,176.84,170.79,178.89,172.39,179.55,181.3,173.91,182.85,174.08,185.3,180.89,177.7,168.56,181.1,175.77,175.22,173.57,Pep482,ErbB2-pY1248,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,LNK,CRKL,,
184.63,189.49,182.41,187.79,174.39,181.71,185.94,181.01,177.93,180.09,177.26,174.25,184.63,178.8,173.73,173.13,183.07,179.9,178.24,173.41,181.53,177.67,176.23,174.28,Pep482,ErbB2-pY1248,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,LCP2,SH2D1A,,
234.96,184.14,211.16,189.23,200.58,185.82,188.58,179.9,188.24,172.33,177.03,174.43,176.12,175.02,173.56,180.11,177.78,175.36,180.9,178.72,181.64,179.19,171.6,185.8,Pep482,ErbB2-pY1248,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,YES1,HCK,,
166.99,187.97,179.92,178.63,174.87,178.42,169.13,180.03,176.21,172.15,179.04,178.54,179.81,177.62,181.24,180.65,172.68,177.28,173.64,178.5,182.17,171.91,181.21,171.07,Pep482,ErbB2-pY1248,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,FER,RASA1-C,,
192.92,176.2,175.15,179.04,171.19,183.63,171.96,171.29,180.97,171.84,178.4,150.5,165.72,166.16,173.27,173.83,184.95,181,180.17,160.64,175.48,173.78,175.65,186.86,Pep482,ErbB2-pY1248,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,SHE,HSH2D,,
192.28,194.64,176.77,194.31,187.54,189.29,165.52,159.49,181.27,175.16,150.27,150.42,183.08,184.38,178.54,177.33,173.17,174.62,176.72,182.12,173.56,171.89,171.95,182.52,Pep482,ErbB2-pY1248,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,SHC4,SHC3,,
186.18,171.34,176.45,177.22,172.81,177.87,173.57,175.35,180.7,168.31,176.98,168.28,181.51,164.92,173.32,175.11,176.48,172.37,171.83,170.59,172.87,159.91,171.56,172.52,Pep482,ErbB2-pY1248,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,MATK,DAPP1,,
199.17,187.93,184.16,182.66,175.73,170.94,173.89,181.24,182.69,179.41,179.82,177.01,178.12,182.6,174.17,177.28,174.41,176.7,180.49,175.97,175.49,174.33,176.82,174.09,Pep482,ErbB2-pY1248,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,BLNK,PLCG2-N,,
181.19,182.58,178.63,177,171.32,178.93,183.06,176.18,176.84,175.68,173.35,169.74,179.74,169.24,168.18,178.36,174.06,179.72,172,179.82,177.47,176.06,178.44,174.72,Pep482,ErbB2-pY1248,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,BTK,SH2D3A,,
181.43,181.81,184.15,169.39,184.88,176.33,173.38,180.64,178.99,176.85,172.69,148.13,178.68,182.24,176.57,174.04,171.35,178.09,178.01,175.81,178.52,175.58,171.23,177.2,Pep482,ErbB2-pY1248,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,BRDG1,SHD,,
176.98,177.28,178.07,173.61,170.21,176.09,181.28,176.78,179.46,174.06,176.11,176.95,172.27,171.47,178.65,169.13,180.34,157.82,182.08,174.61,174.57,178.31,178.54,180.95,Pep482,ErbB2-pY1248,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,SHF,GRB14,,
191.34,178.77,185.99,177.63,185.92,183.5,184.29,180.73,177.64,182.53,178.56,175.54,185.65,169.35,174.91,174.67,174.95,178.17,178.31,179.3,176.3,175.28,179.88,194.21,Pep482,ErbB2-pY1248,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,ABL1,SH3BP2,,
177.9,196.37,180.1,182.09,173.6,179.92,177.05,174.47,178.86,176.56,181.13,174.9,175.13,180.25,174.19,176.56,172.09,159.77,171.55,170.82,175.43,180.63,176.49,173.32,Pep482,ErbB2-pY1248,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,ITK,GRB7,,
